OrigName,OrigLat,OrigLon,DestName,DestLat,DestLon,
São Paulo,-23.5587,-46.625,Tijuana,32.5,-117.08,
Delhi,28.67,77.23,Santiago,19.5,-70.67,
Shanghai,31.2165,121.4365,Xinyang,32.1304,114.07,
Kolkata,22.495,88.3247,Luzhou,28.88,105.38,
Los Angeles,34.1139,-118.4068,Perth,-31.955,115.84,
Dhaka,23.7231,90.4086,Toluca,19.3304,-99.67,
Buenos Aires,-34.6025,-58.3975,Vishākhapatnam,17.73,83.305,
Karachi,24.87,66.99,Leeds,53.83,-1.58,
Cairo,30.05,31.25,Kōbe,34.68,135.17,
Rio de Janeiro,-22.925,-43.225,Columbus,39.986,-82.9851,
Ōsaka,34.75,135.4601,Multan,30.2,71.455,
Beijing,39.9289,116.3883,Kochi,10.015,76.2239,
Manila,14.6042,120.9822,Montevideo,-34.858,-56.1711,
Moscow,55.7522,37.6155,Gujranwala,32.1604,74.185,
Istanbul,41.105,29.01,Niterói,-22.9,-43.1,
Paris,48.8667,2.3333,Ganzhou,25.92,114.95,
Seoul,37.5663,126.9997,Florence,43.78,11.25,
Lagos,6.4433,3.3915,Liuzhou,24.28,109.25,
Jakarta,-6.1744,106.8294,Bamako,12.65,-8,
Guangzhou,23.145,113.325,Conakry,9.5315,-13.6802,
Chicago,41.8373,-87.6862,Bursa,40.2,29.07,
London,51.5,-0.1167,León de los Aldama,21.15,-101.7,
Lima,-12.048,-77.0501,Virginia Beach,36.7335,-76.0435,
Tehran,35.6719,51.4243,Nāsik,20.0004,73.78,
Kinshasa,-4.3297,15.315,Fushun,41.8654,123.87,
Bogotá,4.5964,-74.0833,Changde,29.03,111.68,
Shenzhen,22.5524,114.1221,Daejeon,36.3355,127.425,
Wuhan,30.58,114.27,Charlotte,35.2079,-80.8304,
Hong Kong,22.305,114.185,Phnom Penh,11.55,104.9166,
Tianjin,39.13,117.2,Neijiang,29.5804,105.05,
Chennai,13.09,80.28,Quanzhou,24.9,118.58,
Taipei,25.0358,121.5683,Kharkiv,50,36.25,
Bengalūru,12.97,77.56,Hyderabad City,25.38,68.375,
Bangkok,13.75,100.5166,Bronx,40.8501,-73.8662,
Lahore,31.56,74.35,Lomé,6.1319,1.2228,
Chongqing,29.565,106.595,Córdoba,-31.4,-64.1823,
Miami,25.7839,-80.2102,Huainan,32.63,116.98,
Hyderabad,17.4,78.48,Doha,25.2866,51.533,
Dallas,32.7936,-96.7662,Kuala Lumpur,3.1667,101.7,
Santiago,-33.45,-70.667,Maputo,-25.9553,32.5892,
Philadelphia,40.0077,-75.1339,Kaduna,10.52,7.44,
Belo Horizonte,-19.915,-43.915,Gwangju,35.171,126.9104,
Madrid,40.4,-3.6834,Kawanakajima,35.53,139.705,
Houston,29.7869,-95.3905,San Salvador,13.71,-89.203,
Ahmadābād,23.0301,72.58,Suining,30.5333,105.5333,
Ho Chi Minh City,10.78,106.695,Lyon,45.77,4.83,
Washington,38.9047,-77.0163,Karaj,35.8004,50.97,
Atlanta,33.7627,-84.4225,Kampala,0.3167,32.5833,
Toronto,43.7,-79.42,Tabrīz,38.0863,46.3012,
Singapore,1.293,103.8558,The Hague,52.08,4.27,
Luanda,-8.8383,13.2344,Davao,7.11,125.63,
Baghdad,33.3386,44.3939,Marseille,43.29,5.375,
Barcelona,41.3833,2.1834,Meerut,29.0004,77.7,
Hāora,22.5804,88.3299,Mianyang,31.47,104.77,
Shenyang,41.805,123.45,Semarang,-6.9666,110.42,
Khartoum,15.5881,32.5342,Farīdābād,28.4333,77.3167,
Pune,18.53,73.85,Novosibirsk,55.03,82.96,
Boston,42.3188,-71.0846,Mecca,21.43,39.82,
Sydney,-33.92,151.1852,Dubai,25.23,55.28,
Saint Petersburg,59.939,30.316,Milwaukee,43.0642,-87.9673,
Chittagong,22.33,91.8,Auckland,-36.8481,174.763,
Dongguan,23.0489,113.7447,Ma’anshan,31.7304,118.48,
Riyadh,24.6408,46.7727,Brazzaville,-4.2592,15.2847,
Hanoi,21.0333,105.85,Yiyang,28.6004,112.33,
Guadalajara,20.67,-103.33,Vārānasi,25.33,83,
Melbourne,-37.82,144.975,Lubumbashi,-11.68,27.48,
Alexandria,31.2,29.95,Juárez,31.6904,-106.49,
Chengdu,30.67,104.07,Ghāziābād,28.6604,77.4084,
Rangoon,16.7834,96.1667,Pretoria,-25.7069,28.2294,
Phoenix,33.5722,-112.0891,Heze,35.23,115.45,
Xi’an,34.275,108.895,Porto,41.15,-8.62,
Porto Alegre,-30.05,-51.2,Āsansol,23.6833,86.9833,
Sūrat,21.2,72.84,Lusaka,-15.4166,28.2833,
Hechi,23.0965,109.6091,Changzhou,31.78,119.97,
Abidjan,5.32,-4.04,Mosul,36.345,43.145,
Brasília,-15.7833,-47.9161,Yekaterinburg,56.85,60.6,
Ankara,39.9272,32.8644,Peshawar,34.005,71.535,
Monterrey,25.67,-100.33,Mandalay,21.97,96.085,
Yokohama,35.32,139.58,Jamshedpur,22.7875,86.1975,
Nanjing,32.05,118.78,Mbuji-Mayi,-6.15,23.6,
Montréal,45.5,-73.5833,Madura,9.92,78.12,
Guiyang,26.58,106.72,Adana,36.995,35.32,
Recife,-8.0756,-34.9156,Sheffield,53.3667,-1.5,
Seattle,47.6211,-122.3244,Jabalpur,23.1751,79.9551,
Harbin,45.75,126.65,San José,9.935,-84.0841,
San Francisco,37.7562,-122.443,Panama City,8.968,-79.533,
Fortaleza,-3.75,-38.58,Nizhniy Novgorod,56.333,44.0001,
Zhangzhou,24.5204,117.67,Chifeng,42.27,118.95,
Detroit,42.3834,-83.1024,Duisburg,51.43,6.75,
Salvador,-12.97,-38.48,Munich,48.1299,11.575,
Busan,35.0951,129.01,Huaiyin,33.58,119.03,
Johannesburg,-26.17,28.03,Stockholm,59.3508,18.0973,
Berlin,52.5218,13.4015,Makassar,-5.14,119.432,
Algiers,36.7631,3.0506,Rājkot,22.31,70.8,
Rome,41.896,12.4833,Dhanbād,23.8004,86.42,
Pyongyang,39.0194,125.7547,Mudanjiang,44.575,129.59,
Medellín,6.275,-75.575,Geneva,46.21,6.14,
Kabul,34.5167,69.1833,Shīrāz,29.63,52.57,
Athens,37.9833,23.7333,Huzhou,30.8704,120.1,
Nagoya,35.155,136.915,Beidao,34.6,105.92,
Cape Town,-33.92,18.435,Shuangshui,26.5944,104.8333,
San Diego,32.8312,-117.1225,Düsseldorf,51.2204,6.78,
Changchun,43.865,125.34,Gaozhou,21.9204,110.87,
Casablanca,33.6,-7.6164,Sevilla,37.405,-5.98,
Dalian,38.9228,121.6298,Amritsar,31.64,74.87,
Cawnpore,26.46,80.32,Vila Velha,-20.3676,-40.318,
Kano,12,8.52,Vila Velha,3.2167,-51.2167,
Tel Aviv-Yafo,32.08,34.77,Almaty,43.325,76.915,
Addis Ababa,9.0333,38.7,Providence,41.823,-71.4187,
Curitiba,-25.42,-49.32,Warangal,18.01,79.58,
Zibo,36.8,118.05,Rosario,-32.9511,-60.6663,
Jeddah,21.5169,39.2192,Allahābād,25.455,81.84,
Nairobi,-1.2833,36.8167,Benin City,6.3405,5.62,
Hangzhou,30.25,120.17,Jining,35.4004,116.55,
Benoni,-26.1496,28.3299,Maceió,-9.62,-35.73,
Caracas,10.501,-66.917,Sofia,42.6833,23.3167,
Milan,45.47,9.205,Abbottabad,34.1495,73.1995,
Stuttgart,48.78,9.2,Benghazi,32.1167,20.0667,
Kunming,25.07,102.68,Cilacap,-7.7188,109.0154,
Dar es Salaam,-6.8,39.2683,Prague,50.0833,14.466,
Minneapolis,44.9635,-93.2678,Glasgow,55.8744,-4.2507,
Jaipur,26.9211,75.81,Leshan,29.5671,103.7333,
Taiyuan,37.875,112.5451,Jacksonville,30.3322,-81.6749,
Frankfurt,50.1,8.675,Ouagadougou,12.3703,-1.5247,
Qingdao,36.09,120.33,Ottawa,45.4167,-75.7,
Surabaya,-7.2492,112.7508,Adelaide,-34.935,138.6,
Lisbon,38.7227,-9.1449,Shangrao,28.4704,117.97,
Tampa,27.9942,-82.4451,Torreón,25.5701,-103.42,
Jinan,36.675,116.995,Srīnagar,34.1,74.815,
Fukuoka,33.595,130.41,Bezwāda,16.52,80.63,
Campinas,-22.9,-47.1,Samara,53.195,50.1513,
Denver,39.7621,-104.8759,Omsk,54.99,73.4,
Kaohsiung,22.6333,120.2666,Newcastle,-32.8453,151.815,
Quezon City,14.6504,121.03,Yulin,22.63,110.15,
Katowice,50.2604,19.02,Namp’o,38.7669,125.4524,
Aleppo,36.23,37.17,Xianyang,34.3456,108.7147,
Durban,-29.865,30.98,Cagayan de Oro,8.4508,124.6853,
Kyiv,50.4334,30.5166,Cần Thơ,10.05,105.77,
Lucknow,26.855,80.915,Barquisimeto,10.05,-69.3,
Giza,30.01,31.19,Helsinki,60.1756,24.9341,
Zhengzhou,34.755,113.6651,Kazan’,55.7499,49.1263,
Taichung,24.1521,120.6817,Aurangābād,19.8957,75.3203,
Brooklyn,40.6501,-73.9496,Calgary,51.083,-114.08,
Ibadan,7.38,3.93,Ciudad Nezahualcóyotl,19.41,-99.03,
Faisalabad,31.41,73.11,Zürich,47.38,8.55,
Knoxville,41.3188,-93.1024,Baoding,38.8704,115.48,
Green Brook,40.6038,-74.4825,Zigong,29.4,104.78,
Palmer,61.5971,-149.1147,Sharjah,25.3714,55.4065,
West Glens Falls,43.3019,-73.6873,Yerevan,40.1812,44.5136,
Mantua,38.8526,-77.2571,Mogadishu,2.0667,45.3667,
La Sarre,48.8,-79.2,Tbilisi,41.725,44.7908,
Tolleson,33.4484,-112.2561,Ankang,32.68,109.02,
Springs,41.0212,-72.1584,Huambo,-12.75,15.76,
Wauseon,41.5532,-84.141,Ikare,7.5304,5.76,
Willows,39.5149,-122.1995,Belgrade,44.8186,20.468,
Carhué,-37.1829,-62.7333,Salt Lake City,40.7774,-111.93,
Rockville,41.8667,-72.4528,Bhilai,21.2167,81.4333,
Pacific,47.2611,-122.2507,Jinhua,29.12,119.65,
Rockport,42.6543,-70.6223,Chelyabinsk,55.155,61.4387,
De Soto,38.141,-90.5609,Natal,-5.78,-35.24,
North Amherst,42.4073,-72.5227,Dushanbe,38.56,68.7739,
Flatwoods,38.5211,-82.7194,Copenhagen,55.6786,12.5635,
Woodstock,38.875,-78.516,Changwon,35.2191,128.5836,
Bedford,37.336,-79.5179,Zhuzhou,27.83,113.15,
St. Helena,38.5063,-122.4682,Suwon,37.2578,127.0109,
Moab,38.5701,-109.5477,Nashville,36.1715,-86.7843,
Milltown,40.4504,-74.435,Vereeniging,-26.6496,27.96,
Stanwood,48.2451,-122.3426,Xiangyang,32.02,112.13,
Lawrenceville,38.7263,-87.6874,Memphis,35.1046,-89.9773,
Walled Lake,42.538,-83.4786,Ulsan,35.5467,129.317,
Laurium,47.2351,-88.4382,Amman,31.95,35.9333,
Sioux Center,43.0748,-96.1707,Mizhou,35.99,119.3801,
Crete,40.6255,-96.9575,Richmond,37.5295,-77.4756,
Gunnedah,-30.987,150.2623,Dublin,53.3331,-6.2489,
Wick,58.4333,-3.0834,Edmonton,53.55,-113.5,
Yardville,40.1849,-74.6603,Solāpur,17.6704,75.9,
Sausalito,37.858,-122.4932,Rostov-na-Donu,47.2346,39.7127,
Nappanee,41.4451,-85.9942,Dnipro,48.48,35,
Elsa,26.2969,-97.9937,Xining,36.62,101.77,
Keystone Heights,29.7812,-82.034,Zhangjiakou,40.83,114.93,
Dade City,28.3568,-82.1941,Lille,50.65,3.08,
Umatilla,45.912,-119.3145,Ranchi,23.37,85.33,
Lower Allen,40.2261,-76.9017,Gaziantep,37.075,37.385,
Sanger,33.3712,-97.1677,Monrovia,6.3106,-10.8048,
Providence Village,33.2363,-96.9611,São Luís,-2.516,-44.266,
St. Joseph,45.5609,-94.3084,Amsterdam,52.35,4.9166,
Floresville,29.14,-98.163,Jerusalem,31.7784,35.2066,
Berrien Springs,41.9474,-86.3403,New Orleans,30.0687,-89.9288,
Hornsby Bend,30.245,-97.5833,Guatemala City,14.6211,-90.527,
Independence,41.378,-81.6385,Zhuhai,22.2769,113.5678,
Lampasas,31.064,-98.1824,Florianópolis,-27.58,-48.52,
Green Hill,36.2349,-86.5733,Port Elizabeth,-33.97,25.6,
Ridgefield,45.8116,-122.7052,Jiamusi,46.83,130.35,
Northridge,39.9971,-83.777,Port Harcourt,4.81,7.01,
Paintsville,37.8167,-82.8088,Raleigh,35.8324,-78.6438,
St. Martinville,30.1263,-91.8319,Ufa,54.79,56.04,
Jackson,43.3244,-88.1668,Hengyang,26.88,112.59,
Collinsville,36.7215,-79.9122,Benxi,41.3304,123.75,
Landen,39.3154,-84.2768,Louisville,38.1663,-85.6485,
Highland Heights,39.0355,-84.4567,Haifa,32.8204,34.98,
Hudson Falls,43.3043,-73.5817,Medina,24.5,39.58,
Lewisburg,37.8096,-80.4327,Bucaramanga,7.1301,-73.1259,
Fairview,34.9296,-85.294,Maracay,10.2469,-67.5958,
Gibsonville,36.0991,-79.5418,Rotterdam,51.92,4.48,
Crossett,33.128,-91.9631,Homs,34.73,36.72,
Nebraska City,40.6762,-95.8613,Cologne,50.93,6.95,
Belen,34.6803,-106.7875,Qinhuangdao,39.9304,119.62,
Greenville,40.9982,-73.8194,Fès,34.0546,-5.0004,
Keyport,40.4327,-74.2011,N’Djamena,12.1131,15.0491,
Narrabri,-30.3319,149.7874,Tegucigalpa,14.102,-87.2175,
Lake Lorraine,30.4407,-86.5657,Kingston,17.9771,-76.7674,
Guánica,17.9698,-66.9309,Nay Pyi Taw,19.7666,96.1186,
Ladera Heights,33.9972,-118.374,Djibouti,11.595,43.148,
Fort Myers Beach,26.4323,-81.9167,Managua,12.153,-86.2685,
Gunnison,38.5455,-106.9226,Niamey,13.5167,2.1167,
Meraux,29.9284,-89.9179,Tirana,41.3275,19.8189,
Syracuse,41.4226,-85.7492,Kathmandu,27.7167,85.3166,
Franklin,35.1798,-83.3809,Ulaanbaatar,47.9167,106.9166,
Lihue,21.9728,-159.3541,Kigali,-1.9536,30.0605,
Hillsboro,39.167,-89.4735,Bishkek,42.8731,74.5852,
Lakes of the Four Seasons,41.4074,-87.2203,Oslo,59.9167,10.75,
Lucas Valley-Marinwood,38.0405,-122.5765,Bangui,4.3666,18.5583,
Stephenville,48.5504,-58.5666,Freetown,8.47,-13.2342,
Tappan,41.0269,-73.952,Islamabad,33.7,73.1666,
Maryborough,-37.0496,143.73,Cotonou,6.4,2.52,
Kapoeta,4.7721,33.5902,Vientiane,17.9667,102.6,
Rochester,41.059,-86.196,Riga,56.95,24.1,
Live Oak,30.2956,-82.9847,Nouakchott,18.0864,-15.9753,
Juana Díaz,18.0532,-66.5047,Muscat,23.6133,58.5933,
Union Grove,42.6863,-88.0495,Ashgabat,37.95,58.3833,
New Paltz,41.7495,-74.0809,Zagreb,45.8,16,
Milton-Freewater,45.9348,-118.3913,Sarajevo,43.85,18.383,
Catoosa,36.1832,-95.7663,Chisinau,47.005,28.8577,
Wytheville,36.953,-81.0881,Lilongwe,-13.9833,33.7833,
Nuevo,33.8011,-117.1415,Asmara,15.3333,38.9333,
Stratford,39.829,-75.0156,Minsk,53.9,27.5666,
Milliken,40.3113,-104.8562,Brussels,50.8333,4.3333,
University Park,41.446,-87.7154,Belmopan,17.252,-88.7671,
Centerville,34.5256,-82.7161,Cotonou,6.4,2.52,
Murillo,26.2642,-98.1233,Porto-Novo,6.4833,2.6166,
St. Augustine Beach,29.8414,-81.2713,Thimphu,27.473,89.639,
Orange City,43.0021,-96.0567,La Paz,-16.498,-68.15,
Madison Park,40.4461,-74.2959,Sucre,-19.041,-65.2595,
Belle Isle,28.4724,-81.3491,Sarajevo,43.85,18.383,
Farr West,41.3015,-112.0318,Gaborone,-24.6463,25.9119,
Leitchfield,37.4862,-86.2857,Brasília,-15.7833,-47.9161,
Stawell,-37.0596,142.76,Bandar Seri Begawan,4.8833,114.9333,
Emmitsburg,39.7051,-77.3217,Sofia,42.6833,23.3167,
Mount Carmel,38.4187,-87.7694,Ouagadougou,12.3703,-1.5247,
Kingston,41.4738,-71.5236,Rangoon,16.7834,96.1667,
Madison,44.0062,-97.1084,Nay Pyi Taw,19.7666,96.1186,
Mountainside,40.6811,-74.36,Bujumbura,-3.3761,29.36,
Plumas Lake,38.9924,-121.558,Gitega,-3.4271,29.9246,
Kiel,43.9167,-88.0266,Praia,14.9167,-23.5167,
Ocean City,38.3998,-75.0716,Phnom Penh,11.55,104.9166,
Sturtevant,42.6995,-87.9019,Yaoundé,3.8667,11.5167,
Sedona,34.8574,-111.7951,Ottawa,45.4167,-75.7,
Commerce,34.2127,-83.4729,Bangui,4.3666,18.5583,
Adel,31.1271,-83.4232,N’Djamena,12.1131,15.0491,
Marion,34.1787,-79.3966,Santiago,-33.45,-70.667,
Alta Sierra,39.1237,-121.0523,Beijing,39.9289,116.3883,
Atherton,-17.2703,145.4694,Bogotá,4.5964,-74.0833,
Bridge City,29.9321,-90.1594,Moroni,-11.7042,43.2402,
Trumann,35.6761,-90.5231,Brazzaville,-4.2592,15.2847,
Westmere,42.6883,-73.8744,Kinshasa,-4.3297,15.315,
Desert Palms,33.779,-116.293,San José,9.935,-84.0841,
Ashland,46.5801,-90.8715,Abidjan,5.32,-4.04,
Cottage Grove,43.0908,-89.2026,Yamoussoukro,6.8184,-5.2755,
Treasure Island,27.774,-82.7663,Zagreb,45.8,16,
Mendota,41.5553,-89.1042,Havana,23.132,-82.3642,
Black Jack,38.7993,-90.264,Willemstad,12.2004,-69.02,
Kentfield,37.9481,-122.5498,Nicosia,35.1667,33.3666,
Huron,41.3913,-82.5635,Prague,50.0833,14.466,
Ben Lomond,37.0782,-122.0882,Copenhagen,55.6786,12.5635,
Portage Lakes,41.0034,-81.5347,Djibouti,11.595,43.148,
Nibley,41.6725,-111.8454,Roseau,15.301,-61.387,
Mira Monte,34.4284,-119.2853,Santo Domingo,18.4701,-69.9001,
Barnesville,33.0508,-84.1527,Quito,-0.215,-78.5001,
Sandston,37.512,-77.3149,Cairo,30.05,31.25,
Allendale,41.0333,-74.1333,San Salvador,13.71,-89.203,
Whitinsville,42.1146,-71.6688,Malabo,3.75,8.7833,
Thermalito,39.4909,-121.615,Asmara,15.3333,38.9333,
Mechanicstown,41.4472,-74.3914,Tallinn,59.4339,24.728,
King,36.2767,-80.3561,Addis Ababa,9.0333,38.7,
Valley Park,38.5513,-90.4924,Suva,-18.133,178.4417,
Chestertown,39.2195,-76.071,Helsinki,60.1756,24.9341,
Whitemarsh Island,32.0304,-81.0109,Paris,48.8667,2.3333,
Farmington,36.037,-94.2537,Libreville,0.3854,9.458,
Welcome,34.8204,-82.46,Banjul,13.4539,-16.5917,
Milford,39.17,-84.281,Tbilisi,41.725,44.7908,
Columbia Falls,48.3708,-114.1903,Berlin,52.5218,13.4015,
Brier,47.7922,-122.2734,Accra,5.55,-0.2167,
Whitmore Lake,42.4235,-83.7524,Athens,37.9833,23.7333,
North Patchogue,40.7833,-73.0234,Saint George’s,12.0526,-61.7416,
Rumson,40.3626,-74.0046,Mexico City,19.4424,-99.131,
Sturgis,44.411,-103.4976,Palikir,6.9166,158.15,
Old Greenwich,41.0253,-73.5692,Chisinau,47.005,28.8577,
Mead,47.7795,-117.35,Monaco,43.7396,7.4069,
Linwood,39.3435,-74.5708,Ulaanbaatar,47.9167,106.9166,
Perry,30.109,-83.5821,Podgorica,42.466,19.2663,
Lutherville,39.424,-76.6177,Rabat,34.0253,-6.8361,
Lovejoy,33.4426,-84.3176,Maputo,-25.9553,32.5892,
Kaufman,32.5769,-96.316,Windhoek,-22.57,17.0835,
Seward,40.9094,-97.0962,Kathmandu,27.7167,85.3166,
Roaring Spring,40.3348,-78.3959,The Hague,52.08,4.27,
Greenbrier,36.4239,-86.7976,Amsterdam,52.35,4.9166,
Cos Cob,41.0513,-73.5931,Wellington,-41.3,174.7833,
Atkinson,42.837,-71.1605,Managua,12.153,-86.2685,
Mexia,31.6809,-96.4833,Niamey,13.5167,2.1167,
McCordsville,39.8967,-85.9208,Abuja,9.0833,7.5333,
Beacon Square,28.2118,-82.7504,Capitol Hill,15.2137,145.7546,
Makawao,20.848,-156.319,Oslo,59.9167,10.75,
Cochituate,42.329,-71.3576,Muscat,23.6133,58.5933,
Clover Creek,47.1404,-122.3827,Islamabad,33.7,73.1666,
Russellville,36.8394,-86.895,Ngerulmud,7.5,134.6242,
North Bend,47.4898,-121.7738,Panama City,8.968,-79.533,
Kingsland,30.6651,-98.4545,Port Moresby,-9.4647,147.1925,
Mount Vernon,37.9364,-87.8955,Asunción,-25.2964,-57.6415,
Bath,42.3363,-77.318,Lima,-12.048,-77.0501,
Litchfield,39.1963,-89.6288,Manila,14.6042,120.9822,
Loomis,38.8093,-121.1955,Warsaw,52.25,21,
Mount Ivy,41.1926,-74.0297,Lisbon,38.7227,-9.1449,
Roslyn Heights,40.7787,-73.6396,Doha,25.2866,51.533,
Village St. George,30.3598,-91.0672,Bucharest,44.4334,26.0999,
Cortland,41.332,-80.7195,Moscow,55.7522,37.6155,
Lake Mills,43.0774,-88.9055,Kigali,-1.9536,30.0605,
Cowra,-33.8296,148.68,Basseterre,17.302,-62.717,
Fircrest,47.2308,-122.5157,Castries,14.002,-61,
Hondo,29.3532,-99.1621,Kingstown,13.1483,-61.2121,
Kimberly,44.267,-88.3377,Apia,-13.8415,-171.7386,
East Shoreham,40.946,-72.8812,San Marino,43.9172,12.4667,
Byron,42.1273,-89.2622,São Tomé,0.3334,6.7333,
Barrington,39.8689,-75.0514,Riyadh,24.6408,46.7727,
Colusa,39.2049,-122.0096,Dakar,14.7158,-17.4731,
Parkville,39.786,-76.9685,Belgrade,44.8186,20.468,
Fort Meade,27.7645,-81.8058,Victoria,-4.6166,55.45,
Roeland Park,39.0358,-94.6374,Freetown,8.47,-13.2342,
Inniswold,30.3982,-91.071,Singapore,1.293,103.8558,
Bayville,40.9077,-73.5603,Philipsburg,18.0255,-63.045,
Twin Lakes,39.8229,-105.0036,Bratislava,48.15,17.117,
Taylor Mill,39.0092,-84.4988,Ljubljana,46.0553,14.515,
Maple Glen,40.1778,-75.1793,Honiara,-9.438,159.9498,
Crozet,38.0645,-78.6962,Mogadishu,2.0667,45.3667,
Byron Bay,-28.6565,153.6129,Cape Town,-33.92,18.435,
Plain City,41.307,-112.0877,Pretoria,-25.7069,28.2294,
Youngtown,33.5846,-112.3047,Bloemfontein,-29.12,26.2299,
Homeacre-Lyndora,40.8721,-79.9211,Juba,4.83,31.58,
Blairsville,40.4325,-79.2599,Madrid,40.4,-3.6834,
Thames,-37.1384,175.5853,Colombo,6.932,79.8578,
Enoch,37.7663,-113.0431,Sri Jayewardenepura Kotte,6.9,79.95,
Creswell,43.9212,-123.016,Khartoum,15.5881,32.5342,
Merrimac,42.8386,-71.0119,Paramaribo,5.835,-55.167,
Byron Center,42.8121,-85.7279,Mbabane,-26.3167,31.1333,
Junction City,44.2069,-123.2102,Lobamba,-26.4667,31.2,
Brook Highland,33.4359,-86.6849,Stockholm,59.3508,18.0973,
Winthrop Harbor,42.4805,-87.8293,Bern,46.9167,7.467,
Washington,41.2982,-91.6928,Damascus,33.5,36.3,
North Syracuse,43.1339,-76.1306,Taipei,25.0358,121.5683,
Bee Cave,30.3084,-97.9629,Dushanbe,38.56,68.7739,
Greenville,38.8866,-89.3893,Dar es Salaam,-6.8,39.2683,
Ephraim,39.3564,-111.5848,Dodoma,-6.1833,35.75,
Osprey,27.1914,-82.48,Bangkok,13.75,100.5166,
Red Hook,41.9959,-73.8769,Dili,-8.5594,125.5795,
Camp Swift,30.1885,-97.2933,Lomé,6.1319,1.2228,
North Caldwell,40.8629,-74.2576,Nuku‘alofa,-21.1385,-175.2206,
Edinboro,41.8762,-80.1247,Port of Spain,10.652,-61.517,
Huntertown,41.2157,-85.1715,Tunis,36.8028,10.1797,
Interlaken,36.9505,-121.7363,Ankara,39.9272,32.8644,
Bremen,33.7086,-85.1498,Ashgabat,37.95,58.3833,
Ambridge,40.5922,-80.2264,Funafuti,-8.5167,179.2166,
Hamilton,46.2527,-114.1598,Kampala,0.3167,32.5833,
Barberton,45.7136,-122.6114,Kyiv,50.4334,30.5166,
Glendive,47.1102,-104.7069,Abu Dhabi,24.4667,54.3666,
Portage,40.3868,-78.6746,London,51.5,-0.1167,
Plaquemine,30.2834,-91.2429,Washington,38.9047,-77.0163,
Myers Corner,41.5947,-73.8744,Montevideo,-34.858,-56.1711,
Locust Grove,33.3436,-84.1066,Tashkent,41.3117,69.2949,
Nevada,42.0186,-93.4635,Port-Vila,-17.7334,168.3166,
Gleneagle,39.0453,-104.8288,Caracas,10.501,-66.917,
Groveland,42.752,-71.0149,Hanoi,21.0333,105.85,
Stickney,41.8183,-87.773,Kabul,34.5167,69.1833,
Aquia Harbour,38.4597,-77.3806,Tirana,41.3275,19.8189,
Stevensville,38.9745,-76.3184,Algiers,36.7631,3.0506,
Roosevelt,40.2925,-110.0094,Pago Pago,-14.274,-170.7046,
South Hill,42.4113,-76.4883,Andorra la Vella,42.5,1.5165,
Rinconada,-22.4329,-66.1666,Luanda,-8.8383,13.2344,
Gorom-Gorom,14.45,-0.2333,Saint John’s,17.118,-61.85,
Columbia,31.2564,-89.8266,Buenos Aires,-34.6025,-58.3975,
Selma,35.5436,-78.2955,Yerevan,40.1812,44.5136,
Ellettsville,39.2324,-86.6233,Oranjestad,12.5304,-70.029,
Columbus,43.3354,-89.03,Canberra,-35.283,149.129,
Church Hill,36.5204,-82.7151,Vienna,48.2,16.3666,
Fox Point,43.1581,-87.9013,Baku,40.3953,49.8622,
Laurence Harbor,40.4489,-74.2495,Nassau,25.0834,-77.35,
South Patrick Shores,28.202,-80.6137,Manama,26.2361,50.5831,
Silver Lake,34.1408,-77.909,Dhaka,23.7231,90.4086,
Canton,44.6,-75.1703,Bridgetown,13.102,-59.6165,
Martins Ferry,40.1014,-80.7253,Minsk,53.9,27.5666,
Taneytown,39.657,-77.1683,Brussels,50.8333,4.3333,
Loudoun Valley Estates,38.9801,-77.5082,Belmopan,17.252,-88.7671,
Normandy Park,47.4344,-122.3436,Cotonou,6.4,2.52,
Cherry Hills Village,39.6375,-104.9481,Porto-Novo,6.4833,2.6166,
Rupert,42.6189,-113.674,Thimphu,27.473,89.639,
Cushing,35.9797,-96.7603,La Paz,-16.498,-68.15,
Montevallo,33.1254,-86.8482,Sucre,-19.041,-65.2595,
Spring Hill,38.7565,-94.82,Sarajevo,43.85,18.383,
Monticello,36.8404,-84.8506,Gaborone,-24.6463,25.9119,
Beaver Dam,37.4044,-86.8745,Brasília,-15.7833,-47.9161,
Penn Estates,41.0346,-75.2417,Bandar Seri Begawan,4.8833,114.9333,
Sidney,47.7152,-104.168,Sofia,42.6833,23.3167,
Union,39.909,-84.2897,Ouagadougou,12.3703,-1.5247,
Tangdong,25.97,113.4,Rangoon,16.7834,96.1667,
Green Knoll,40.6048,-74.615,Nay Pyi Taw,19.7666,96.1186,
Mattydale,43.0992,-76.1388,Bujumbura,-3.3761,29.36,
Horta,38.5347,-28.6448,Gitega,-3.4271,29.9246,
Clairton,40.2976,-79.8854,Praia,14.9167,-23.5167,
Lacy-Lakeview,31.6292,-97.1052,Phnom Penh,11.55,104.9166,
Amite City,30.7323,-90.5133,Yaoundé,3.8667,11.5167,
Lawrence,40.6042,-73.7149,Ottawa,45.4167,-75.7,
Irvington,41.0349,-73.8661,Bangui,4.3666,18.5583,
Orange Lake,41.5319,-74.0936,N’Djamena,12.1131,15.0491,
Pembroke Park,25.9852,-80.1777,Santiago,-33.45,-70.667,
Lemoore Station,36.2633,-119.9049,Beijing,39.9289,116.3883,
Belle Plaine,44.6189,-93.7644,Bogotá,4.5964,-74.0833,
Catasauqua,40.6531,-75.4643,Moroni,-11.7042,43.2402,
